aboard,cn_in,date,fatalities,flight,ground,location,operator,registration,route,summary,time,type
32.0,44418/487,-474566400,26.0,451,0.0,"New York, New York",Linee Aeree Italiane,I-LINE,Rome - New York City,"The plane crashed into approach lights of the runway during the fourth landing attempt at Idlewild Airport, sinking into Jamaica  Bay. An erratiapproach which resulted in a descent to an altitude too low to avoid striking the pier. A contributing factor was pilot fatigue due to the particular and difficult circumstances including two and one-half hours in a holding pattern.",14:00,Douglas DC-6B
28.0,20197,-474220800,10.0,4844-C,0.0,"Pittsburgh, Pennsylvania",Johnson Flying Service,N24320,Newark - Tacoma,Ditched into the Monongahela River after running out of fuel. Inadequate flight planning. Contributing factors were inadequate crew supervision and training.,23:00,Douglas DC-3
36.0,15943,-473961600,28.0,,0.0,"Prestwick, Ayrshire, Scotland",British Overseas Airways,G-ALSA,London - Glasgow,"Crashed short of the runway, landing hard. Pilot error. Errors of judgement on the part of the captain in starting his final approach to land at too steep an angle and flaring out too late and too severely with the result that the aircraft sank and hit the ground short of the runway.",,Boeing B377-10-28 Stratocruiser
45.0,,-473616000,45.0,,0.0,"Near Moscow, Russia",Aeroflot,,,,,
17.0,,-473443200,17.0,,0.0,"Irkutsk, Russia",Aeroflot,,Peking -  Irkutsk - Cyprus,Crashed during takeoff.,,Ilyushin 14
18.0,,-472492800,18.0,,0.0,"Off Skellings, Ireland",Military -Royal Air Force,WG531 / Wl743,,"Disappeared while on a training mission. Possibility, the two planes collided in midair.",21:00,Avro Shackleton M-2 / Avro Shakleton M-2
15.0,14081 / 4255,-472406400,15.0,,0.0,"Greater Cincinnati Airport, Covington, Kentucky",Trans World Airlines / Castleton Inc.,N93211/N999B,Cincinnati - Cleveland,"Midair collision at 700-900 feet. The DC-3 entered the airport's control space without clearance or communication with the tower. Thirteen killed on the Martin, two crew on the DC-3.",09:05,Martin 202A / DC-3
39.0,180,-471801600,0.0,329,0.0,"Des Moines, Iowa",United Air Lines,N73154,Newark - Des Moines - Lincoln,Almost complete loss of elevator control and severe vibration was experienced shortly after taking off from Des Moines. The plane when into a steep climb and almost stalled but the captain applied full power and went into a steep dive. The captain then reduced power and headed for open country where the aircraft safely made an emergency wheels up  landing in a corn field.  A series of omissions made by maintenance personnel during a scheduled inspection which resulted in the release of the aircraft in an unairworthy condition and an almost complete loss of elevator control during flight.,16:25,Convair CV-340
5.0,,-470764800,5.0,,0.0,"Lapadrera, Colombia",Interamericana de Aviacion,HK-1000E,,Crashed into the Caqueta river while landing.,,Consolidated PBY-5 Catalina
10.0,13037,-470592000,10.0,,0.0,"Nagpur, India",Indian Airlines,VT-CVB,Nagpur - Delhi,"Crashed into a field shortly after takeoff. The aircraft crashed as a result of slipping into the ground in the course of a poorly executed steep turn to port, carried out at night at a low altitude.",03:50,Douglas DC-3
13.0,12779,-470332800,13.0,,0.0,"Near Calabar, Nigeria",West African Airways,VR-NAD,Enugu - Calabar,Crashed shortly after taking off after a wing failed. A design flaw in the wing led to fatigue cracks and wing failure.,10:04,Bristol 170 Freighter 21E
29.0,43063/60,-469641600,29.0,,0.0,"Rome, Italy",Sabena,OO-SDB,Brussels - Rome,Crashed into a mountain while on approach. Navigational error due to failure to use radio equipment.,18:53,Douglas DC-6
16.0,14120,-469123200,16.0,260,0.0,"Albuquerque, New Mexico",Trans World Airlines,N40416,Albuquerque - Sante Fe,"After taking off from Albuquerque, the aircraft flew a path directly towards Sandia Mountain and crashed into it.  While initially blaming the pilots of intentionally flying the plane into the mountain, five years later, the CAB changed the probable cause to 'deviation from course for reasons unknown' and admitted there may have been a problem with the flux gauge compass.",07:31,Martin 404
26.0,15109/26554,-468777600,1.0,626,0.0,"Salisbury,  Zimbabwe",Central African Airways,VP-YKO,Salisbury - Lusaka,The pilot began taking off and retracted the landing gear when smoke was observed in the cockpit. He attempted to belly land the plane. The propellers separated and penetrated the fuselage killing the fight engineer. The presence of smoke in the flight crew compartment in sufficient quantity to make the captain apprehensive of fire and to cause him to land the aircraft immediately with the landing gear retracted. A fractured rubber hose on the port engine connecting the rocker box of one of the lower cylinders to the collector box caused smoke to enter the wheel well and into the crew compartment.,09:20,Douglas DC-3
21.0,11699,-467827200,5.0,,0.0,"Vitoria da Conquista, Brazil",REAL,PP-YPZ,,"After an aborted landing attempt due to a unlocked landing gear, the plane made a left turn, hit a pole, crashed and burned. Pilot error. Improper use of the throttles by the crew following the go-around. Failure of the landing gear locking mechanism.",,Douglas DC-3
26.0,3992,-467654400,26.0,,0.0,"Mascota, Mexico",Mexicana,XA-DIK,Puerto Vallarta - Guadalajara,Crashed in a hilly region between Talpa and Mascota.,,Douglas DC-3
8.0,20224,-467568000,8.0,,0.0,"Trujillo, Colombia",AVIANCA,HK-328,Condoto - Cali,The cargo plane crashed with a gold and platinum shipment aboard. Wreckage found one month later.,,Douglas C-47A
35.0,066,-466617600,13.0,711,0.0,"Springfield, Mississippi",American Airlines,N94234,Newark - Chicago - St. Louis - Springfield - Tulsa,The plane crashed 1.25 miles short of the runway while attempting to land. Crew's inattention to flight instruments during approach. Pilot sensory illusion which gave a  false impression of the aircraft's altitude.,22:36,Convair CV-240-0
66.0,43715,-466444800,66.0,,0.0,"Oahu, Hawaii",Military - U.S. Navy,131612,,"The aircraft returned to Hickam Airfield because of inoperative high-frequency radio transmitters. As the plane was descending to land, it crashed into Pali Kea peak, 15 miles northwest of Honolulu. Navigational error by the crew brought the plane 8 miles north of its intended position.",02:00,Douglas R6D-1 (C-118B)
23.0,15932,-466099200,4.0,845/26,0.0,Off the Oregon coast,Pan American World Airways,N1032V,Portland - Honolulu,The plane ditched 35 miles off the Oregon coast after the No. 3 engine and propeller broke away causing severe control difficulties. The plane sank after 20 minutes. Loss of control and inability to maintain altitude following failure of the No. 3 propeller which resulted in wrenching free the No. 3 power  package. The aircraft was named 'Clipper United States.',11:12,Boeing 377 Stratocruiser 10-26
2.0,30430,-465494400,2.0,,0.0,"Off Pensacola, Florida",Aaxico Airlines,N51424,"Mobile, AL - Macon, GA",The cargo plane flew into a thunderstorm and crashed into the sea while en route.,,Curtiss C-46A
3.0,43001/32,-465321600,3.0,,0.0,"Islip, New York",United Air Lines,N37512,Training,"Suddenly dove into the ground. Unintentional movement of no.4 throttle into the reverse range just before breaking ground, with the other three engines operating at high power output, which resulted in the aircraft very quickly becoming uncontrollable once airborne.",15:55,Douglas DC-6
19.0,2666,-464716800,19.0,,0.0,"Off Great Natuna Island, Sarawak",Air India,VT-DEP,Hong Kong - Jakarta,"An explosion occurred at 18,000 feet while over the China Sea. A resulting fire which started on the starboard wing soon spread and eventually led to total hydrauliand electrical failure. Smoke filled the cockpit and the plane crashed. An act of political terrorism.  An aircraft worker placed an incendiary device in the starboard wheel well.",17:30,Lockheed 749A Constellation
14.0,14010,-464112000,12.0,,0.0,"Kupe Mountains, Cameroons",Union des Transportes Aeriens,F-BGOI,Yaounde - Douala,Hit Mt. Kilmanjaro while en route. Wreckage found after 10 months.,,de Havilland DH-114 Heron 1B
20.0,16820/33568,-461523600,20.0,,0.0,"Mt. Kilimanjaro, Kenya",East African Airways,VP-KKH,Dar-es-Salaam - Nairobi,Crashed after reporting being over Jipe Lake on the slopes of Mt. Kilimanjaro. Failure to follow prescribed route and procedures.,11:56,Douglas DC-3
13.0,4791,-461264400,4.0,,0.0,"Off Barcelona, Venezuela",Linea Aeropostal Venezolana,YV-C-ALU,,Ditched into the sea.,,Douglas C-47-DL
2.0,,-460832400,2.0,,0.0,"Edmonton, Alberta, Canada",Associated Airways,CF-HMY,,"The attempt of the pilot to takeoff under the prevailing unfavorable conditions. As a result, the aircraft hit an obstacle in line with and off the end of the runway.",14:30,Avro 685 York C-1
3.0,10292,-460141200,3.0,,0.0,"Fort Lamy, Cameroon",Union Aéromaritime de Transport,F-BFVT,Douala - Fort Lamy,The cargo plane crashed while attempting to land.,,Douglas C-54A
24.0,2032,-459018000,16.0,,0.0,"Near Asuncion, Paraguay",Panair do Brasil,PP-PDJ,Sao Paulo - Asuncion,Crashed on final approach. Pilot fatigue. The pilot did not follow the recommended procedure for instrument final approach and he descended below the height prescribed in the final approach chart.,01:15,Lockheed 049-46-21 Constellation
18.0,,-458845200,18.0,,0.0,"Leon, Mexico",Tigres Voladores,XA-LID,,Lost an engine on takeoff and crashed into trees and caught fire.,,Curtiss C-46
22.0,2088,-456598800,22.0,,0.0,"Oaxaca, Mexico",Lineas Areas Unidas,XA-DOB,Acapulco - Oaxaca,Crashed in a mountainous area in the Zimathan district while en route.,,Douglas DC-2-243
43.0,071,-456339600,22.0,560,0.0,"Chicago, Illinois",Braniff Airlines,N3422,"Kansas City, MO - Chicago","While on instrument approach, the aircraft hit a sign and crashed through the airport boundry fence.  Momentary disorientation caused by the loss of visual reference during the final visual phase of the approach resulting in an increased rate of descent at an altitude too low to effect recovery.",06:24,Convair CV-340-32
58.0,1968,-455475600,58.0,402/46,0.0,"Near Petrich, Bulgaria",El Al,4X-AKC,Wien - Tel Aviv,"On a flight from London, England to Tel Aviv, the aircraft drifted over Bulgarian airspace and was shot down by Bulgarian jet fighters. A navigational error that probably originated with an incorrect radio compass indication due to the effects of thunderstorm activity in the area.",07:40,Lockheed 049 Constellation
30.0,040,-454784400,30.0,,0.0,"Fort Leonard Wood, Missouri",American Airlines,N94221,"Springfield, IL - St. Louis, MO",The aircraft attempted an emergency landing at a military airstrip after fire broke out in the No. 2 engine. The right wing separated from the aircraft and crashed 1.5 miles from the runway. Installation of an unairworthy cylinder in the No. 2 engine which resulted in an uncontrollable fire and loss of the right wing.,12:23,Convair CV-240-0
25.0,,-454611600,25.0,,0.0,"Near Voronezh, Russia",Aeroflot,,Starllingrad - Moscow.,Crashed en route.,,
66.0,,-454179600,66.0,,0.0,"Near Edelweiler, West Germany",Military - U.S. Air Force / Military - U.S. Air Force,53-3222/53-7841,,"Participating in a U.S. military exercise, the two planes collided in midair while in formation after one of the planes pulled out of formation because of engine trouble. The accident occurred at an altitude of 4,000 feet.  Forty-six aboard 7841 and 20 aboard 3222 were killed.",14:20,Fairchild C119G / Fairchild C119G
13.0,11692,-452883600,13.0,,0.0,"Caparao Mountain, Brazil",Cruzeiro,PP-CBY,Rio de Janeiro - Caravelas,"Hit Caparao Mountain while en route, 1 hour after taking off.  Failure to follow flight plan.",,Douglas DC-3
3.0,13285,-452538000,2.0,,0.0,"Simra, Nepal",Kalinga Airlines,VT-AZX,,"The cargo plane lifted off too early, stalled and crashed. The pilot tried to avoid a person on the runway.",,Douglas C-47A
9.0,12579,-452278800,9.0,,0.0,"Meikitila, Myanmar",Union of Burma Airways,XY-ACQ,Meiktila - Lanywa,Flew into Mount Popa.,,Douglas DC-3
33.0,6257,-451760400,3.0,24,0.0,"Burbank, California",Currey Air Transport,N74663,Burbank - Oakland,"The plane returned after failure of the No. 2 engine, stalled and crashed 200 yards short of the runway  into parked aircraft and a hanger.  The captain's commitment to a landing without radio or visual confirmation of his runway alignment following engine failure immediately after takeoff.",,Douglas DC-3
16.0,8,-451587600,16.0,,0.0,"Sombolabo, French Equitorial Africa",Societe France Hydro,F-BDRE,LaLérè - Douala,Crashed into the Cameroon mountains after the wing separated due to severe turbulence.,,Latecoere 631
6.0,12831,-450982800,2.0,,0.0,"Near Thorhild, Canada",PacifiWestern Airlines,CF-GBT,"Edmonton, AB - Yellowknife, NT","For reasons undetermined, the right engine failed and as a result of being overloaded, the aircraft did not maintain altitude on one engine and struck the ground with the right wingtip. A possible contributing factor was the failure of the co-pilot's vacuum-driven gyro instruments, without his knowledge.",,Bristol 170 Freighter 31
47.0,158,-450637200,15.0,,0.0,"Idris, Libya",British Overseas Airways,G-ALHL,Rome - Tripoli,"Crash landed in a sandstorm on the fourth landing attempt.  The plane came in too low, struck a line of trees and crashed 1,200 yards short of the runway.  Pilot error.  In an error in judgement, the captain who allowed his desire to keep the runway lights in view failed to make adequate reference to his flight instruments.",22:23,Canadair C-4
5.0,10410,-450378000,3.0,,0.0,PacifiOcean,Flying Tiger Line,N90433,Wake Island - Honolulu,The cargo plane lost 3 engines and ditched into the PacifiOcean. The loss of power in three engines due to incorrect fuel system management and faulty restarting methods which resulted in the ditching of the aircraft.,06:41,Douglas C-54A
2.0,,-449942400,1.0,,0.0,"Yellowknife, Northwest Territory, Canada",Associated Airways,CF-HMV,,The cargo plane ditched into the Thoa river. Fuel exhaustion.,,Avro 685 York C-1
35.0,10277,-449683200,19.0,,0.0,"Pico Oiriruma-Vinac, Peru",Faucett,OB-PAZ-228,Lima - Cuzco,Crashed in adjacent mountains while attempting an emergency landing following an engine fire.,,Douglas C54A
66.0,18389,-449337600,66.0,409,0.0,"Near Centennial, Wyoming",United Air Lines,N30062,Denver - Salt Lake City - San Francisco,"The aircraft crashed into cloud covered Medicine Bow Peak while en route. The plane failed to clear the 12,013 ft. peak by 75 feet. The pilot deviated from course for reasons unknown.  Possible incapacitation of crew by carbon monoxide emanating from a faulty cabin heater, though never proven.",07:26,Douglas DC-4
